I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
0.06,0.01,-0.065,-0.035,-0.035,0.07,0.07,0.075,0.25,0.22,0.295,0.465
0.06,0.015,-0.06,-0.04,-0.03,0.07,0.075,0.08,0.265,0.23,0.295,0.45
0.06,0.015,-0.06,-0.04,-0.03,0.07,0.075,0.09,0.28,0.22,0.3,0.45
0.08,0.04,-0.055,-0.06,-0.015,0.075,0.055,0.095,0.285,0.23,0.28,0.455
0.065,0.025,-0.055,-0.045,-0.02,0.07,0.07,0.105,0.305,0.225,0.285,0.435
0.065,0.05,-0.03,-0.06,0.005,0.055,0.055,0.11,0.32,0.24,0.295,0.46
0.065,0.055,-0.025,-0.06,0.01,0.05,0.055,0.1,0.335,0.275,0.325,0.465
0.07,0.06,-0.025,-0.065,0.01,0.055,0.075,0.13,0.335,0.285,0.33,0.47
0.09,0.065,-0.04,-0.08,0.005,0.07,0.08,0.14,0.375,0.3,0.34,0.475
0.07,0.065,-0.02,-0.07,0.015,0.05,0.085,0.15,0.395,0.315,0.345,0.475
0.07,0.07,-0.015,-0.07,0.02,0.05,0.085,0.14,0.435,0.33,0.355,0.48
0.075,0.055,-0.035,-0.065,0.005,0.06,0.09,0.175,0.44,0.35,0.365,0.505
0.075,0.06,-0.03,-0.07,0.01,0.06,0.09,0.205,0.48,0.365,0.375,0.495
0.075,0.09,0.0,-0.085,0.04,0.045,0.075,0.195,0.48,0.385,0.385,0.5
0.08,0.1,0.005,-0.09,0.045,0.045,0.095,0.205,0.52,0.405,0.375,0.485
0.1,0.11,-0.005,-0.105,0.045,0.06,0.095,0.215,0.525,0.425,0.4,0.49
0.085,0.12,0.02,-0.105,0.065,0.04,0.08,0.21,0.565,0.445,0.415,0.515
0.07,0.125,0.04,-0.1,0.075,0.02,0.1,0.22,0.57,0.47,0.425,0.5
0.09,0.115,0.01,-0.105,0.055,0.045,0.105,0.255,0.605,0.485,0.43,0.525
0.095,0.12,0.01,-0.11,0.06,0.05,0.11,0.27,0.65,0.505,0.42,0.53
0.095,0.13,0.02,-0.115,0.07,0.045,0.115,0.28,0.67,0.545,0.47,0.535
0.1,0.135,0.02,-0.12,0.07,0.045,0.115,0.295,0.695,0.56,0.485,0.525
0.1,0.14,0.03,-0.125,0.08,0.04,0.1,0.28,0.72,0.565,0.48,0.535
0.1,0.175,0.06,-0.14,0.11,0.025,0.12,0.315,0.76,0.59,0.515,0.56
0.1,0.185,0.07,-0.14,0.12,0.02,0.105,0.325,0.765,0.61,0.505,0.565
0.1,0.195,0.08,-0.15,0.13,0.015,0.105,0.335,0.8,0.63,0.535,0.57
0.105,0.18,0.06,-0.14,0.115,0.03,0.11,0.345,0.82,0.66,0.545,0.56
0.09,0.19,0.085,-0.14,0.13,0.01,0.13,0.355,0.835,0.675,0.535,0.585
0.11,0.195,0.07,-0.155,0.125,0.025,0.115,0.36,0.85,0.69,0.54,0.565
0.11,0.205,0.08,-0.16,0.135,0.02,0.135,0.365,0.86,0.68,0.55,0.555
0.11,0.21,0.085,-0.16,0.14,0.02,0.135,0.37,0.87,0.71,0.555,0.575
0.11,0.22,0.095,-0.165,0.15,0.015,0.115,0.35,0.875,0.685,0.56,0.585
0.115,0.245,0.115,-0.18,0.175,0.005,0.115,0.375,0.885,0.715,0.565,0.59
0.12,0.23,0.095,-0.175,0.155,0.02,0.135,0.38,0.89,0.72,0.57,0.595
0.1,0.255,0.14,-0.18,0.19,-0.015,0.135,0.405,0.89,0.725,0.575,0.595
0.12,0.255,0.12,-0.19,0.18,0.005,0.135,0.39,0.875,0.725,0.585,0.6
0.12,0.26,0.125,-0.19,0.185,0.005,0.14,0.39,0.875,0.725,0.59,0.605
0.12,0.265,0.13,-0.195,0.19,0.0,0.135,0.385,0.89,0.73,0.595,0.585
0.125,0.275,0.135,-0.2,0.2,0.0,0.13,0.38,0.865,0.73,0.6,0.59
0.125,0.275,0.135,-0.2,0.2,0.0,0.13,0.38,0.88,0.715,0.6,0.59
0.12,0.28,0.14,-0.2,0.205,-0.005,0.14,0.37,0.855,0.715,0.605,0.59
0.1,0.26,0.14,-0.18,0.195,-0.015,0.12,0.365,0.85,0.73,0.63,0.615
0.1,0.26,0.14,-0.18,0.195,-0.015,0.12,0.355,0.835,0.725,0.63,0.615
0.1,0.265,0.15,-0.185,0.2,-0.02,0.115,0.345,0.82,0.715,0.61,0.595
0.12,0.28,0.15,-0.205,0.21,-0.01,0.11,0.33,0.78,0.68,0.6,0.595
0.115,0.28,0.15,-0.2,0.21,-0.01,0.105,0.31,0.775,0.66,0.59,0.59
0.115,0.275,0.14,-0.195,0.205,-0.01,0.095,0.28,0.725,0.635,0.56,0.585
0.11,0.27,0.14,-0.19,0.2,-0.01,0.09,0.265,0.685,0.61,0.565,0.575
0.085,0.265,0.165,-0.175,0.21,-0.035,0.065,0.26,0.645,0.595,0.56,0.555
0.08,0.24,0.14,-0.16,0.185,-0.025,0.06,0.215,0.62,0.56,0.545,0.56
0.055,0.25,0.18,-0.155,0.21,-0.055,0.055,0.19,0.555,0.5,0.525,0.56
0.05,0.235,0.17,-0.14,0.195,-0.055,0.065,0.16,0.505,0.48,0.5,0.545
0.065,0.22,0.14,-0.14,0.175,-0.03,0.06,0.14,0.44,0.415,0.475,0.53
0.055,0.185,0.115,-0.12,0.14,-0.025,0.055,0.13,0.41,0.39,0.47,0.54
0.07,0.195,0.11,-0.135,0.14,-0.015,0.05,0.105,0.345,0.325,0.45,0.505
0.065,0.18,0.1,-0.125,0.135,-0.01,0.025,0.065,0.295,0.28,0.41,0.47
0.045,0.165,0.105,-0.105,0.13,-0.025,0.035,0.045,0.255,0.25,0.39,0.48
0.06,0.135,0.06,-0.1,0.09,0.005,0.015,0.05,0.22,0.22,0.37,0.47
0.055,0.14,0.07,-0.1,0.1,0.0,-0.005,-0.005,0.19,0.185,0.355,0.44
0.05,0.11,0.045,-0.08,0.07,0.01,0.01,0.005,0.16,0.18,0.335,0.45
0.05,0.115,0.05,-0.085,0.075,0.005,0.01,-0.005,0.115,0.155,0.32,0.44
0.045,0.105,0.045,-0.075,0.07,0.005,0.005,-0.02,0.09,0.12,0.3,0.41
0.045,0.07,0.01,-0.06,0.035,0.025,0.005,-0.03,0.09,0.1,0.285,0.4
0.025,0.08,0.04,-0.055,0.055,0.0,0.005,-0.035,0.055,0.085,0.28,0.395
0.025,0.075,0.035,-0.05,0.05,0.0,0.005,-0.025,0.06,0.07,0.27,0.41
0.005,0.07,0.05,-0.04,0.055,-0.015,0.0,-0.03,0.05,0.08,0.26,0.405
0.005,0.045,0.025,-0.025,0.03,-0.005,0.02,-0.055,0.035,0.07,0.275,0.4
0.025,0.06,0.02,-0.045,0.035,0.01,0.0,-0.06,0.01,0.04,0.25,0.395
0.02,0.055,0.02,-0.04,0.03,0.005,0.0,-0.04,0.045,0.05,0.24,0.39
0.02,0.05,0.015,-0.035,0.025,0.01,-0.02,-0.06,0.015,0.025,0.235,0.385
0.015,0.045,0.015,-0.03,0.025,0.005,0.005,-0.06,-0.01,0.02,0.21,0.365
0.035,0.025,-0.025,-0.03,-0.005,0.04,0.0,-0.065,-0.015,0.01,0.23,0.36
0.015,0.045,0.015,-0.03,0.025,0.005,0.0,-0.07,0.0,0.005,0.23,0.36
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.005,0.005,0.21,0.36
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.025,0.005,0.21,0.38
0.015,0.02,-0.01,-0.02,0.0,0.02,0.02,-0.05,-0.025,0.0,0.21,0.365
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.025,0.0,0.225,0.36
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.005,-0.005,0.22,0.36
0.015,0.04,0.01,-0.03,0.02,0.01,0.0,-0.07,-0.03,-0.01,0.215,0.335
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.03,-0.01,0.215,0.35
0.02,0.04,0.005,-0.03,0.015,0.015,-0.005,-0.07,-0.03,-0.005,0.22,0.35
0.02,0.02,-0.015,-0.02,-0.005,0.025,-0.005,-0.07,-0.03,-0.005,0.22,0.355
0.015,0.04,0.01,-0.03,0.02,0.01,-0.005,-0.07,-0.03,-0.01,0.22,0.355
0.015,0.02,-0.01,-0.02,0.0,0.02,0.0,-0.07,-0.005,0.015,0.24,0.355
0.015,0.035,0.005,-0.025,0.015,0.01,0.0,-0.05,-0.025,0.01,0.22,0.355
0.015,0.035,0.005,-0.025,0.015,0.01,0.0,-0.07,-0.025,0.01,0.2,0.335
0.015,0.015,-0.015,-0.02,-0.005,0.025,0.0,-0.07,-0.025,-0.01,0.2,0.335
0.015,0.015,-0.015,-0.02,-0.005,0.025,0.0,-0.07,-0.005,-0.01,0.225,0.34
0.015,0.015,-0.015,-0.02,-0.005,0.025,0.0,-0.07,-0.01,-0.01,0.205,0.34
0.0,0.015,0.0,-0.01,0.005,0.01,0.015,-0.07,0.01,0.01,0.205,0.36
0.015,-0.005,-0.035,-0.01,-0.025,0.035,-0.005,-0.05,-0.01,0.01,0.205,0.36
0.015,0.015,-0.015,-0.02,-0.005,0.025,0.0,-0.07,-0.005,0.015,0.225,0.355
-0.005,0.015,0.005,-0.01,0.005,0.005,0.0,-0.045,0.0,0.015,0.22,0.375
0.015,0.015,-0.015,-0.02,-0.005,0.025,-0.02,-0.05,0.0,0.0,0.22,0.355
0.015,-0.005,-0.035,-0.01,-0.025,0.035,0.0,-0.045,0.02,0.015,0.205,0.36
0.015,0.035,0.005,-0.025,0.015,0.01,0.0,-0.07,0.0,0.015,0.205,0.36
0.015,0.015,-0.015,-0.02,-0.005,0.025,0.0,-0.045,0.0,0.015,0.205,0.36
0.005,0.01,-0.01,-0.01,-0.005,0.015,0.0,-0.04,-0.01,0.0,0.22,0.36
-0.015,0.01,0.01,0.0,0.005,-0.005,0.0,-0.04,-0.01,0.0,0.22,0.36
-0.015,0.02,0.02,-0.005,0.015,-0.01,0.0,-0.04,0.0,0.01,0.22,0.36
-0.015,0.03,0.03,-0.01,0.025,-0.015,-0.005,-0.05,0.01,0.02,0.22,0.36
-0.015,0.02,0.02,-0.005,0.015,-0.01,-0.005,-0.05,0.01,0.01,0.22,0.36
-0.015,0.015,0.015,-0.005,0.01,-0.005,-0.005,-0.05,0.01,0.005,0.215,0.36
-0.015,0.01,0.01,0.0,0.005,-0.005,0.0,-0.04,0.015,0.005,0.21,0.36
-0.015,0.01,0.01,0.0,0.005,-0.005,0.0,-0.04,0.015,0.01,0.2,0.36
-0.015,0.01,0.01,0.0,0.005,-0.005,0.01,-0.04,0.015,0.02,0.2,0.36
-0.015,0.01,0.01,0.0,0.005,-0.005,0.01,-0.04,0.01,0.02,0.2,0.355
-0.015,0.01,0.01,0.0,0.005,-0.005,0.01,-0.04,0.01,0.02,0.2,0.35
-0.015,0.01,0.01,0.0,0.005,-0.005,0.0,-0.04,0.01,0.02,0.195,0.34
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.005,-0.04,0.01,0.01,0.195,0.34
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.01,-0.04,0.01,0.01,0.195,0.34
-0.01,0.01,0.005,-0.005,0.005,0.0,-0.01,-0.04,0.015,0.01,0.2,0.335
-0.01,0.01,0.005,-0.005,0.005,0.0,-0.01,-0.04,0.02,0.01,0.195,0.335
-0.01,0.01,0.005,-0.005,0.005,0.0,-0.005,-0.05,0.02,0.005,0.19,0.34
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.005,-0.05,0.015,0.0,0.18,0.35
-0.01,0.01,0.005,-0.005,0.005,0.0,0.0,-0.05,0.0,0.0,0.19,0.35
-0.01,0.01,0.005,-0.005,0.005,0.0,0.0,-0.04,0.0,0.005,0.19,0.335
-0.01,0.01,0.005,-0.005,0.005,0.0,0.0,-0.04,0.0,0.005,0.19,0.33
-0.01,0.01,0.005,-0.005,0.005,0.0,0.0,-0.04,0.01,0.005,0.18,0.33
-0.005,0.01,0.0,-0.005,0.0,0.005,0.0,-0.04,0.01,0.0,0.18,0.33
0.005,0.01,-0.01,-0.01,-0.005,0.015,0.0,-0.04,0.0,0.0,0.19,0.33
0.005,0.0,-0.02,-0.005,-0.015,0.02,0.0,-0.04,-0.005,0.0,0.19,0.33
-0.005,0.0,-0.01,0.0,-0.01,0.01,0.0,-0.04,-0.01,0.005,0.19,0.33
-0.01,0.0,-0.005,0.0,-0.005,0.005,-0.005,-0.05,-0.01,0.005,0.18,0.335
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.005,-0.05,-0.005,0.005,0.18,0.335
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.005,-0.05,-0.005,0.0,0.18,0.335
-0.015,0.0,0.0,0.005,-0.005,0.0,0.0,-0.04,-0.005,0.0,0.19,0.33
-0.015,-0.005,-0.005,0.005,-0.01,0.005,0.0,-0.04,-0.005,0.0,0.19,0.32
-0.015,-0.01,-0.01,0.01,-0.015,0.005,0.0,-0.04,-0.005,0.0,0.19,0.33
-0.01,-0.01,-0.015,0.005,-0.015,0.01,0.0,-0.04,-0.005,-0.01,0.175,0.33
-0.005,-0.01,-0.02,0.005,-0.02,0.015,0.0,-0.04,-0.01,-0.015,0.17,0.33
0.005,-0.01,-0.03,0.0,-0.025,0.025,0.0,-0.04,-0.01,-0.015,0.16,0.32
-0.005,-0.01,-0.02,0.005,-0.02,0.015,0.0,-0.05,-0.02,-0.015,0.16,0.32
-0.01,-0.01,-0.015,0.005,-0.015,0.01,0.0,-0.055,-0.025,-0.015,0.16,0.32
-0.015,-0.01,-0.01,0.01,-0.015,0.005,0.0,-0.06,-0.03,-0.02,0.16,0.32
-0.015,-0.01,-0.01,0.01,-0.015,0.005,0.0,-0.06,-0.025,-0.015,0.16,0.33
-0.015,-0.01,-0.01,0.01,-0.015,0.005,0.0,-0.06,-0.02,-0.015,0.16,0.33
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.005,-0.06,-0.01,-0.015,0.16,0.32
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.01,-0.06,-0.01,-0.02,0.16,0.315
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.02,-0.06,-0.02,-0.02,0.16,0.315
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.02,-0.06,-0.025,-0.02,0.16,0.32
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.01,-0.07,-0.03,-0.02,0.16,0.315
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.01,-0.07,-0.03,-0.02,0.16,0.3
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.01,-0.07,-0.03,-0.02,0.155,0.295
-0.015,-0.01,-0.01,0.01,-0.015,0.005,-0.01,-0.06,-0.03,-0.02,0.155,0.3
-0.015,0.01,0.01,0.0,0.005,-0.005,-0.01,-0.055,0.02,0.025,0.135,0.3
-0.015,0.005,0.005,0.0,0.0,0.0,-0.005,-0.065,-0.01,-0.025,0.15,0.315
-0.035,0.005,0.025,0.01,0.01,-0.02,-0.005,-0.045,-0.03,-0.005,0.15,0.315
-0.035,0.005,0.025,0.01,0.01,-0.02,-0.01,-0.065,-0.03,-0.025,0.15,0.295
-0.035,-0.015,0.005,0.02,-0.01,-0.01,-0.01,-0.065,-0.035,-0.01,0.15,0.285
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.01,-0.065,-0.035,-0.03,0.15,0.315
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.01,-0.065,-0.035,-0.03,0.15,0.315
-0.035,-0.02,0.0,0.025,-0.015,-0.01,0.01,-0.05,-0.035,-0.01,0.15,0.295
-0.015,0.0,0.0,0.005,-0.005,0.0,-0.01,-0.07,-0.035,-0.03,0.13,0.275
-0.015,-0.02,-0.02,0.015,-0.025,0.01,-0.01,-0.07,-0.035,-0.035,0.13,0.275
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,-0.01,-0.07,-0.035,-0.035,0.13,0.295
-0.035,0.0,0.02,0.015,0.005,-0.02,-0.03,-0.07,-0.04,-0.03,0.13,0.285
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.015,-0.07,-0.04,-0.03,0.13,0.285
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.015,-0.07,-0.04,-0.03,0.15,0.295
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.01,-0.05,-0.04,-0.03,0.15,0.295
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.03,-0.07,-0.04,-0.03,0.13,0.3
-0.035,-0.01,0.01,0.02,-0.005,-0.015,-0.03,-0.05,-0.04,-0.035,0.125,0.3
-0.035,-0.025,-0.005,0.025,-0.02,-0.005,-0.03,-0.07,-0.06,-0.035,0.125,0.3
-0.035,-0.005,0.015,0.015,0.0,-0.015,-0.03,-0.07,-0.035,-0.03,0.14,0.3
-0.035,-0.02,0.0,0.025,-0.015,-0.01,-0.025,-0.05,-0.035,-0.025,0.13,0.28
-0.035,-0.015,0.005,0.02,-0.01,-0.01,-0.005,-0.05,-0.03,-0.005,0.135,0.3
-0.01,-0.025,-0.03,0.015,-0.03,0.02,-0.005,-0.065,-0.03,0.0,0.16,0.305
-0.025,0.025,0.035,-0.005,0.025,-0.02,-0.025,-0.045,-0.025,0.005,0.14,0.31
-0.025,0.035,0.045,-0.01,0.035,-0.03,-0.025,-0.065,-0.02,-0.005,0.15,0.3
0.0,0.045,0.03,-0.025,0.035,-0.01,-0.03,-0.07,-0.03,0.0,0.16,0.305
-0.02,0.03,0.035,-0.01,0.03,-0.02,-0.01,-0.05,-0.01,0.025,0.16,0.31
-0.02,0.06,0.065,-0.02,0.06,-0.035,-0.01,-0.075,-0.005,0.005,0.16,0.315
-0.015,0.07,0.07,-0.03,0.065,-0.035,-0.035,-0.055,0.0,0.025,0.165,0.315
-0.015,0.08,0.08,-0.035,0.075,-0.04,-0.035,-0.055,0.0,0.03,0.17,0.34
-0.015,0.085,0.085,-0.035,0.08,-0.045,-0.03,-0.06,0.01,0.03,0.175,0.325
-0.02,0.1,0.105,-0.04,0.1,-0.055,-0.005,-0.06,0.035,0.055,0.2,0.35
-0.04,0.11,0.135,-0.035,0.12,-0.08,-0.005,-0.06,0.045,0.045,0.205,0.33
-0.035,0.12,0.14,-0.045,0.125,-0.08,-0.01,-0.065,0.025,0.03,0.19,0.335
-0.015,0.13,0.13,-0.06,0.125,-0.065,-0.035,-0.07,0.03,0.05,0.19,0.32
-0.01,0.14,0.135,-0.065,0.135,-0.065,-0.02,-0.075,0.05,0.055,0.195,0.33
-0.03,0.155,0.17,-0.065,0.16,-0.095,-0.045,-0.1,0.035,0.06,0.205,0.355
-0.005,0.18,0.17,-0.09,0.17,-0.08,-0.055,-0.09,0.04,0.05,0.215,0.365
-0.015,0.2,0.2,-0.095,0.195,-0.1,-0.065,-0.09,0.05,0.06,0.225,0.375
-0.01,0.215,0.21,-0.105,0.21,-0.105,-0.095,-0.09,0.06,0.09,0.255,0.385
0.015,0.225,0.195,-0.12,0.205,-0.085,-0.11,-0.115,0.06,0.075,0.24,0.37
0.0,0.21,0.195,-0.105,0.2,-0.09,-0.125,-0.105,0.06,0.095,0.245,0.37
0.015,0.23,0.2,-0.125,0.21,-0.085,-0.12,-0.13,0.05,0.07,0.24,0.37
-0.005,0.225,0.215,-0.11,0.215,-0.105,-0.13,-0.14,0.025,0.065,0.235,0.35
-0.01,0.22,0.215,-0.105,0.215,-0.105,-0.135,-0.125,0.035,0.06,0.215,0.345
-0.01,0.21,0.205,-0.1,0.205,-0.1,-0.135,-0.14,0.025,0.05,0.21,0.365
-0.01,0.18,0.175,-0.085,0.175,-0.085,-0.135,-0.125,0.02,0.065,0.225,0.36
-0.005,0.17,0.16,-0.085,0.16,-0.075,-0.135,-0.125,0.03,0.055,0.22,0.36
-0.005,0.18,0.17,-0.09,0.17,-0.08,-0.13,-0.125,0.025,0.05,0.195,0.335
-0.005,0.165,0.155,-0.08,0.155,-0.075,-0.105,-0.12,0.015,0.045,0.205,0.345
-0.005,0.14,0.13,-0.07,0.13,-0.06,-0.095,-0.115,0.01,0.04,0.18,0.32
-0.01,0.1,0.095,-0.045,0.095,-0.045,-0.085,-0.11,0.005,0.035,0.17,0.285
0.0,0.075,0.06,-0.04,0.065,-0.025,-0.095,-0.11,-0.02,0.01,0.16,0.3
-0.025,0.055,0.065,-0.02,0.055,-0.04,-0.085,-0.11,-0.025,0.0,0.17,0.31
-0.035,0.05,0.07,-0.01,0.055,-0.045,-0.08,-0.105,-0.035,-0.01,0.12,0.28
-0.045,-0.01,0.02,0.025,0.0,-0.025,-0.065,-0.1,-0.04,-0.02,0.13,0.265
-0.055,-0.02,0.02,0.035,-0.005,-0.03,-0.05,-0.09,-0.045,-0.03,0.115,0.235
-0.055,-0.04,0.0,0.045,-0.025,-0.02,-0.065,-0.085,-0.05,-0.035,0.105,0.22
-0.055,-0.055,-0.015,0.05,-0.04,-0.01,-0.025,-0.08,-0.055,-0.04,0.075,0.195
-0.075,-0.085,-0.025,0.075,-0.06,-0.015,-0.02,-0.06,-0.065,-0.045,0.09,0.21
-0.055,-0.095,-0.055,0.07,-0.08,0.01,-0.04,-0.06,-0.05,-0.05,0.085,0.205
-0.035,-0.105,-0.085,0.065,-0.1,0.035,-0.04,-0.08,-0.075,-0.055,0.04,0.2
-0.055,-0.11,-0.07,0.08,-0.095,0.015,-0.04,-0.08,-0.08,-0.065,0.05,0.175
-0.055,-0.1,-0.06,0.075,-0.085,0.01,-0.02,-0.06,-0.085,-0.05,0.065,0.19
-0.055,-0.105,-0.065,0.075,-0.09,0.015,-0.02,-0.055,-0.07,-0.07,0.065,0.17
-0.055,-0.13,-0.09,0.09,-0.115,0.025,-0.02,-0.055,-0.07,-0.055,0.045,0.185
-0.055,-0.115,-0.075,0.08,-0.1,0.02,-0.02,-0.055,-0.09,-0.06,0.04,0.14
-0.055,-0.14,-0.1,0.095,-0.125,0.03,-0.02,-0.055,-0.075,-0.08,0.04,0.16
-0.055,-0.14,-0.105,0.095,-0.13,0.035,-0.02,-0.055,-0.095,-0.08,0.02,0.14
-0.055,-0.13,-0.09,0.09,-0.115,0.025,-0.04,-0.055,-0.1,-0.08,0.02,0.14
-0.055,-0.13,-0.09,0.09,-0.115,0.025,-0.02,-0.075,-0.1,-0.08,0.02,0.14
-0.055,-0.15,-0.11,0.1,-0.135,0.035,-0.02,-0.07,-0.1,-0.08,0.015,0.14
-0.055,-0.13,-0.09,0.09,-0.115,0.025,-0.015,-0.07,-0.1,-0.06,0.035,0.12
-0.055,-0.13,-0.09,0.09,-0.115,0.025,-0.015,-0.05,-0.115,-0.06,0.035,0.14
-0.075,-0.135,-0.075,0.1,-0.11,0.01,0.005,-0.045,-0.095,-0.06,0.055,0.14
-0.075,-0.14,-0.08,0.105,-0.115,0.01,0.005,-0.025,-0.09,-0.08,0.015,0.14
-0.055,-0.14,-0.1,0.095,-0.125,0.03,0.01,-0.045,-0.09,-0.085,0.02,0.12
-0.075,-0.14,-0.08,0.105,-0.115,0.01,-0.01,-0.065,-0.09,-0.085,0.02,0.12
-0.055,-0.14,-0.1,0.095,-0.125,0.03,-0.005,-0.04,-0.09,-0.105,0.02,0.12
-0.075,-0.14,-0.08,0.105,-0.115,0.01,0.015,-0.04,-0.09,-0.08,0.02,0.12
-0.055,-0.14,-0.1,0.095,-0.125,0.03,0.015,-0.04,-0.09,-0.06,0.04,0.12
-0.075,-0.155,-0.095,0.11,-0.13,0.02,0.015,-0.04,-0.085,-0.055,0.02,0.12
-0.075,-0.155,-0.095,0.11,-0.13,0.02,-0.005,-0.04,-0.085,-0.055,0.025,0.1
-0.055,-0.155,-0.115,0.1,-0.14,0.04,0.0,-0.04,-0.085,-0.075,0.025,0.1
-0.075,-0.135,-0.075,0.1,-0.11,0.01,0.02,-0.015,-0.08,-0.055,0.025,0.1
-0.075,-0.13,-0.07,0.1,-0.105,0.005,0.0,-0.035,-0.08,-0.075,0.025,0.1
-0.075,-0.13,-0.07,0.1,-0.105,0.005,0.005,-0.03,-0.075,-0.07,0.025,0.1
-0.075,-0.15,-0.09,0.11,-0.125,0.015,0.015,-0.025,-0.045,-0.08,0.03,0.105
-0.075,-0.13,-0.07,0.1,-0.105,0.005,0.025,-0.005,-0.045,-0.05,0.035,0.105
-0.075,-0.14,-0.085,0.105,-0.12,0.015,0.065,0.045,0.02,-0.025,0.06,0.11
-0.07,-0.115,-0.06,0.09,-0.09,0.005,0.1,0.12,0.12,0.04,0.06,0.095
-0.06,-0.095,-0.05,0.075,-0.075,0.005,0.14,0.2,0.26,0.12,0.115,0.115
-0.035,-0.055,-0.035,0.04,-0.05,0.01,0.135,0.25,0.43,0.24,0.17,0.165
-0.02,0.025,0.03,-0.005,0.025,-0.015,0.09,0.245,0.56,0.395,0.275,0.215
-0.005,0.115,0.105,-0.055,0.105,-0.05,-0.005,0.185,0.675,0.565,0.38,0.28
0.015,0.205,0.175,-0.11,0.185,-0.075,-0.09,0.12,0.765,0.74,0.525,0.37
0.035,0.285,0.24,-0.165,0.26,-0.095,-0.195,0.06,0.82,0.935,0.68,0.48
0.08,0.39,0.295,-0.235,0.335,-0.1,-0.325,-0.005,0.845,1.135,0.81,0.56
0.1,0.48,0.365,-0.285,0.415,-0.125,-0.445,-0.12,0.81,1.325,0.96,0.63
0.12,0.545,0.41,-0.335,0.47,-0.14,-0.565,-0.225,0.815,1.535,1.08,0.75
0.135,0.635,0.485,-0.385,0.555,-0.17,-0.7,-0.365,0.79,1.67,1.185,0.785
0.14,0.7,0.54,-0.425,0.615,-0.19,-0.805,-0.47,0.735,1.76,1.27,0.845
0.15,0.75,0.585,-0.45,0.66,-0.21,-0.92,-0.575,0.675,1.855,1.34,0.915
0.135,0.76,0.61,-0.45,0.68,-0.23,-0.97,-0.65,0.66,1.89,1.375,0.94
0.14,0.755,0.595,-0.45,0.67,-0.22,-1.0,-0.69,0.64,1.83,1.33,0.935
0.135,0.74,0.59,-0.44,0.66,-0.22,-1.01,-0.755,0.595,1.675,1.25,0.87
0.115,0.645,0.515,-0.38,0.57,-0.195,-1.0,-0.76,0.525,1.405,1.065,0.76
0.075,0.465,0.375,-0.27,0.415,-0.14,-0.965,-0.75,0.375,0.935,0.75,0.575
0.045,0.275,0.215,-0.16,0.24,-0.08,-0.915,-0.76,0.13,0.39,0.425,0.38
0.015,0.13,0.1,-0.075,0.11,-0.035,-0.875,-0.805,-0.185,-0.085,0.155,0.235
-0.03,0.03,0.045,-0.005,0.035,-0.03,-0.815,-0.855,-0.505,-0.38,0.0,0.13
-0.035,-0.04,-0.02,0.035,-0.035,0.0,-0.75,-0.875,-0.755,-0.51,-0.09,0.08
-0.05,-0.11,-0.075,0.075,-0.095,0.02,-0.66,-0.805,-0.875,-0.54,-0.155,0.015
-0.055,-0.14,-0.105,0.095,-0.13,0.035,-0.57,-0.725,-0.875,-0.56,-0.17,0.01
-0.06,-0.135,-0.09,0.095,-0.115,0.025,-0.51,-0.67,-0.825,-0.545,-0.165,-0.005
-0.085,-0.12,-0.05,0.1,-0.09,-0.01,-0.445,-0.59,-0.71,-0.475,-0.155,-0.01
-0.065,-0.13,-0.08,0.095,-0.11,0.015,-0.39,-0.545,-0.61,-0.41,-0.14,-0.005
-0.065,-0.09,-0.04,0.075,-0.07,-0.005,-0.365,-0.485,-0.535,-0.375,-0.095,0.005
-0.085,-0.045,0.025,0.06,-0.015,-0.045,-0.3,-0.445,-0.44,-0.315,-0.085,0.0
-0.085,-0.015,0.055,0.045,0.015,-0.06,-0.26,-0.37,-0.35,-0.26,-0.055,0.01
